,text,label
9365,Gambit denied .,noHate
9366,Many systems are in reality authoritarian because of human nature 's habit of demanding obedience and then wanting to purge opponents : it is just the radical right philosophy that is honest about it .,noHate
9367,Do you not think all the talk about Russians should be put on a thread of that theme ?,noHate
9368,This thread was about Ukranians being white .,noHate
9369,Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,hate
9370,"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .",hate
9371,They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !,hate
9372,I knew someone would post this actually this is very untrue actually there is many scenes that depicts black people being beaten up by whites you just have to know where to look,noHate
9373,"No, you will be on the prowl for something to suck on in the nearest public restroom .",noHate
9374,"And you will find it too , just like you have so many times before . . .",noHate
9375,"Good luck with your bugchasing , homo . . .",hate
9376,Almost all of the Middle East and North Africa was full of whites once upon a time .,noHate
9377,Want to see our fate if we do n't win ?,noHate
9378,Look there .,noHate
9379,"When the wheel hits the road , it wo n't matter if you swing for yellow or black , just that you swing from the nearest overpass .",hate
9380,Those countries are much better under a government of terror made by themselves and for themselves .,relation
9381,The whites are who are blamed for let them in their countries .,relation
9382,"i was going to say that sod it i will say it any way F .. K you too , and F .. K off .",noHate
9383,"It's not just whites that are worried about it , it 's going to be a real disaster for the country as it slips into poverty .",noHate
9384,"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",hate
9385,"Unfortunately for the poor Japanese , their island is getting very crowded now .",noHate
9386,I suppose that 's why all I get out of you is `` loose ends '' ?,noHate
9387,You 're nothing but a clown--just like Tricycle Sam .,noHate
9388,lol.....,noHate
9389,Negro task master .,noHate
9390,We will all be sitting in around in filth waiting for death .,noHate
9391,Negroids could n't put together a bake sale properly much less a work force .,hate
9392,"Would black people rather take one million dollars to move themselves and their immediate family back to the motherland , or stay here in America and blame whites for their poverty and crime ?",hate
9393,"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .",hate
9394,"Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",hate
9395,Hey waterfall What if a mulatto looked white and claimed to be all for the survival of the white race ?,noHate
9396,What then ?,noHate
9397,"If an anti-White submits an ignorant or profane post , then calling him/her a stupid ass , lame brain knucklehead is not a racial slur .",noHate
9398,All that the DNA test will prove is that you are still a mongrel .,noHate
9399,Also you did contradict yourself .,noHate
9400,Read what is in Bold .,noHate
9401,lol.,noHate
9402,No but I was typing fast and must 've pushed shift too early ( since you need to push shift to use the ? symbol ),noHate
9403,The only reason Whites were successful was because we took those things from other cultures and races ?,noHate
9404,Can you cite a source for that ?,noHate
9405,You are confusing species and race .,noHate
9406,Or do you believe that humans from different species did n't evolve from the same point ?,noHate
9407,Why would anyone have that for someone not of their own race ?,noHate
9408,I find that disgusting and not something I could ever understand .,noHate
9409,These are the Indians that I know .,noHate
9410,Thank you for your post .,noHate
9411,"I like the Tribes in the Northwest , truly the Noblest Savage .",noHate
9412,"If you think your kid is missing out on diversity , send him to africa or china or the middle east for a few months holiday .",relation
9413,No need to invite the foreign hordes onto your own soil ! : bang shead : My head hurts now .,relation
9414,Whites get along with Asians much more than they do with blacks or Hispanics .,noHate
9415,Asians are fairly well mannered and intelligent and easier for most whites to get along with .,noHate
9416,Great list .,noHate
9417,YouTube can be a huge help in learning how to start primitive fires and learning how to gut animals and fish .,noHate
9418,Learning how to preserve food and build traps .,noHate
9419,I 've found it to be a huge help in my survivalism/prepping work .,noHate
9420,I had to change the kids site around a bit Liz ... here is the correct link for the FCKS ... Creative Kids,noHate
9421,Don't say it is an abomination .,noHate
9422,"Say I 'm glad your mother had you. or , If it was normal , we would be extinct .",noHate
9423,"According to their facebook page they 're up and running again , not sure how given the loss of the admin block .",noHate
9424,Then again it 's the same people who told all students living on campus they had three hours to vacate and go home .,noHate
9425,"I mean seriously , this is farcical .",noHate
9426,See.....,noHate
9427,Dat Da `` Rainbow Nation '' folks ..... Da rainbow being all the different colours of the trash in Da Street .,hate
9428,Ahhh Mandela ....... All those years in prison were not wasted .,noHate
9429,SA is a model for the World .,noHate
9430,"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",hate
9431,I too have dealt with nonsense from universities .,noHate
9432,If you have any documented proof I 'd take this to Fox News .,noHate
